Account_No,TRANSACTION_DETAILS,WITHDRAWAL_AMOUNT,DEPOSIT_AMOUNT,BALANCE_AMOUNT,Transaction_Dates
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1477157.00,2023-05-12
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1477338.00,2022-08-30
409000425051,BDP IS 6095,,5000.00,695082.85,2022-12-09
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1478071.51,2022-10-08
409000611074,Indfor INCOME INDO REMI18111,360.00,,1479201.00,2022-07-25
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1479561.00,2022-05-24
409000611074,Indfor INCOME INDO REMI28081,2160.00,,1479718.00,2022-10-21
409000611074,Indfor INCOME INDO REMI03011,3240.00,,1481177.00,2022-01-11
409000611074,Indfor INCOME INDO REMI13121,2880.00,,1481417.00,2023-01-15
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1481878.00,2022-04-26
409000425051,BDP IS 6095,,1000.00,694578.60,2022-03-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1484297.00,2023-01-20
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1484417.00,2022-03-28
409000611074,INDO GIBL Indiaforensic STL09091,49800.00,,1484939.00,2022-09-07
409000425051,BDP IS 6095,,1000.00,693578.60,2023-06-05
409000611074,INDO GIBL Indiaforensic STL08021,300799.00,,1486022.00,2023-05-09
409000425051,NEFT/CBINH16294A04839/RAJ,,11000.00,693572.85,2022-02-21
409000425051,BDP IS 6095,,1000.00,692578.60,2022-05-25
409000611074,Indfor INCOME INDO REMI01091,1440.00,,1490543.00,2023-01-29
409000425051,BDP IS 6095,,1000.00,691578.60,2022-05-19
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1491983.00,2023-06-27
409000493201,BBPS DT 02112018,,355637.06,1492201.77,2022-08-11
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1492273.00,2022-11-26
409000611074,INDO GIBL Indiaforensic STL03031,155500.00,,1492967.00,2023-08-09
409000425051,BDP IS 6095,,1000.00,690578.60,2022-09-01
409000493201,TRF FROM  Indiaforensic SERVICES,,700000.00,1495583.59,2023-07-20
409000611074,Indfor INCOME INDO REMI24071,3360.00,,1496196.00,2023-10-01
409000611074,INDO GIBL Indiaforensic STL01021,137775.00,,1497195.00,2023-07-20
409000493201,BBPS DT 26082018,,113986.27,1499302.34,2022-02-15
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1499556.00,2022-05-28
409000425051,BDP IS 6095,,3000.00,690082.85,2022-02-23
409000611074,Indfor INCOME INDO REMI28111,2160.00,,1503044.00,2022-06-20
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1503471.00,2022-11-04
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1505204.00,2023-07-20
409000425051,BDP IS 6095,,1000.00,689578.60,2022-07-26
409000611074,Indfor INCOME INDO REMI24081,1560.00,,1506699.00,2023-08-24
409000611074,Indfor INCOME INDO REMI19111,3600.00,,1507118.00,2023-02-25
409000611074,Indfor INCOME INDO REMI24121,4680.00,,1507975.00,2022-09-05
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1508259.00,2023-07-25
409000611074,Indfor INCOME INDO REMI29121,1200.00,,1508371.00,2022-01-14
409000425051,BDP IS 6095,,1000.00,688578.60,2022-11-08
409000611074,Indfor INCOME INDO REMI30071,2280.00,,1509051.00,2023-05-14
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1509374.89,2023-02-14
409000611074,INDO GIBL Indiaforensic STL30121,68700.00,,1509571.00,2023-02-08
409000425051,NEFT/SBIN516216068416/KUN,,12000.00,687578.60,2023-12-29
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1509823.06,2023-01-14
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1510718.00,2023-02-20
409000611074,Indfor INCOME INDO REMI02011,5160.00,,1511248.00,2023-06-16
409000611074,INDO GIBL Indiaforensic STL28071,66800.00,,1511331.00,2023-07-06
409000611074,Indfor INCOME INDO REMI04091,2880.00,,1511498.00,2023-03-06
409000611074,INDO GIBL Indiaforensic STL25121,173441.00,,1512655.00,2023-02-11
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1514378.00,2023-03-01
409000425051,BDP IS 6095,,5000.00,687082.85,2022-03-23
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1515265.63,2023-07-11
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1516408.00,2022-05-24
409000611074,Indfor INCOME INDO REMI08121,2160.00,,1516665.00,2023-12-31
409000425051,NEFT/BARBH16294527200/AKH,,12000.00,682572.85,2023-10-23
409000611074,INDO GIBL Indiaforensic STL07121,228177.00,,1518825.00,2022-09-18
409000611074,Indfor INCOME INDO REMI16081,4440.00,,1520395.00,2022-07-13
409000611074,Indfor INCOME INDO REMI29011,3360.00,,1522074.00,2022-03-04
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1522080.00,2023-10-28
409000425051,BDP IS 6095,,3000.00,682082.85,2023-04-04
409000611074,Indfor INCOME INDO REMI25091,2520.00,,1524145.00,2022-07-22
409000611074,INDO GIBL Indiaforensic STL22061,242750.00,,1524290.00,2022-04-30
409000611074,Indfor INCOME INDO REMI28011,2520.00,,1524559.00,2022-02-23
409000611074,Indfor INCOME INDO REMI01011,2400.00,,1524784.00,2022-06-20
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1524835.00,2023-09-20
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1525434.00,2022-11-12
409000493201,BBPS DT 08102018,,358259.54,1525560.26,2022-03-10
409000425051,BDP IS 6095,,5000.00,679082.85,2022-12-12
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1526665.00,2022-12-04
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1527079.00,2022-12-10
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1527184.00,2023-08-01
409000493201,BBPS DT 06092018,,102541.01,1528488.06,2022-06-21
409000425051,BDP IS 6095,,1000.00,675578.60,2023-12-24
409000425051,BDP IS 6095,,1000.00,674578.60,2023-05-11
409000611074,Indfor INCOME INDO REMI26111,4440.00,,1531907.00,2023-03-24
409000425051,BDP IS 6095,,2000.00,674082.85,2023-04-30
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1533627.16,2023-12-02
409000493201,BBPS DT 14052018,,109368.29,1534101.01,2022-08-16
409000611074,INDO GIBL Indiaforensic STL08091,34300.00,,1534739.00,2023-04-16
409000493201,BBPS DT 16082018,,156813.87,1534754.68,2022-06-23
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1536182.00,2022-08-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1536347.00,2022-11-27
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1536866.00,2023-12-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1538459.00,2022-05-25
409000425051,NEFT/BKIDN16216653709/AMR,,1000.00,673578.60,2022-11-03
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1539109.00,2022-02-03
409000425051,BDP IS 6095,,1000.00,672578.60,2022-06-25
409000611074,Indfor INCOME INDO REMI22011,3720.00,,1540780.00,2022-11-29
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1541556.00,2023-01-09
409000611074,Indfor INCOME INDO REMI05111,4920.00,,1543290.00,2022-07-28
409000425051,BDP IS 6095,,5000.00,672082.85,2023-02-23
409000611074,Indfor INCOME INDO REMI18081,1920.00,,1543682.00,2022-03-14
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1544500.00,2022-08-07
409000611074,Indfor INCOME INDO REMI02081,840.00,,1545121.00,2022-08-19
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1545602.00,2022-09-07
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1545961.00,2022-10-07
409000425051,BDP IS 6095,,1000.00,671578.60,2022-05-12
409000493201,BBPS DT 24112018,,398309.17,1546664.33,2022-03-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1547361.00,2023-05-23
409000611074,Indfor INCOME INDO REMI20011,480.00,,1547710.00,2023-06-26
409000611074,INDO GIBL Indiaforensic STL31051,78000.00,,1548157.00,2023-07-12
409000611074,INDO GIBL Indiaforensic STL19011,98900.00,,1548190.00,2022-05-02
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1548210.00,2023-11-11
409000493201,BBPS SETMNT FOR DT 250820,110264.22,,1548279.21,2022-05-20
409000425051,NEFT/BARBH16215547124/MAN,,1000.00,670578.60,2023-07-04
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1552069.00,2023-11-22
409000425051,NEFT/N293160197868430/SAN,,1000.00,670572.85,2022-03-18
409000425051,BDP IS 6095,,10000.00,669578.60,2023-12-21
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1553322.06,2023-11-20
409000611074,INDO GIBL Indiaforensic STL25031,12000.00,,1556634.00,2022-08-17
409000611074,Indfor INCOME INDO REMI07011,3960.00,,1557236.00,2023-02-07
409000425051,NEFT/CBINH16289A08393/SAN,,1000.00,669572.85,2023-03-10
409000425051,NEFT/CBINH16289A04744/SAN,,11000.00,668572.85,2022-08-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1557945.00,2022-07-25
409000611074,Indfor INCOME INDO REMI24011,2040.00,,1558396.00,2022-01-20
409000611074,Indfor INCOME INDO REMI14071,840.00,,1558620.00,2023-05-06
409000611074,Indfor INCOME INDO REMI27121,4080.00,,1558809.00,2022-07-14
409000611074,Indfor INCOME INDO REMI07081,3840.00,,1558810.00,2022-07-07
409000611074,INDO GIBL Indiaforensic STL15071,69800.00,,1559460.00,2023-09-25
409000611074,Indfor INCOME INDO REMI14121,2400.00,,1559567.00,2022-09-30
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1559823.06,2023-01-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1560436.00,2023-08-22
409000611074,Indfor INCM INDO REVREMI0103,,202799.00,1561033.00,2023-11-09
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1561196.00,2022-02-28
409000611074,INDO GIBL Indiaforensic STL25091,202106.00,,1561350.00,2022-04-06
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1561967.00,2023-03-28
409000611074,Indfor INCOME INDO REMI10101,3720.00,,1562289.00,2023-05-26
409000425051,BDP IS 6095,,2000.00,667082.85,2023-09-19
409000425051,BDP IS 6095,,5000.00,665082.85,2022-04-21
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1562650.00,2023-07-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1562889.00,2022-11-25
409000611074,INDO GIBL Indiaforensic STL28011,5500.00,,1564295.00,2023-06-29
409000425051,BDP IS 6095,,8000.00,660082.85,2023-03-28
409000611074,Indfor INCOME INDO REMI10091,4200.00,,1565791.00,2022-05-10
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1566009.00,2023-01-26
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1566057.00,2022-02-25
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1566959.00,2022-06-22
409000425051,BDP IS 6095,,1000.00,659578.60,2023-02-21
409000611074,INDO GIBL Indiaforensic STL24031,44800.00,,1568634.00,2023-08-13
409000611074,INDO GIBL Indiaforensic STL07091,290163.00,,1569039.00,2023-11-30
409000611074,Indfor INCOME INDO REMI03121,1560.00,,1569678.00,2022-10-25
409000611074,INDO GIBL Indiaforensic STL27011,20500.00,,1569795.00,2022-07-01
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1569991.00,2022-01-01
409000611074,INDO GIBL Indiaforensic STL10041,162600.00,,1570559.00,2022-05-28
409000425051,NEFT/IBKL160730922905/MD,,10000.00,658578.60,2023-10-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1571238.00,2022-01-15
409000493201,BBPS DT 03102018,,314101.50,1571281.49,2022-05-24
409000425051,NEFT/SBIN516288474497/M H,,21000.00,657572.85,2023-11-29
409000425051,BDP IS 6095,,3500.00,652082.85,2022-09-13
409000425051,BDP IS 6095,,5000.00,648582.85,2023-11-26
409000611074,Indfor INCOME INDO REMI25071,3240.00,,1574456.00,2022-01-08
409000493201,BBPS SETMNT FOR DT 301220,82142.95,,1576517.43,2023-10-31
409000611074,Indfor INCOME INDO REMI04011,2160.00,,1577413.00,2023-05-14
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1577696.00,2023-11-07
409000611074,Indfor INCOME INDO REMI28071,600.00,,1578131.00,2023-08-17
409000611074,Indfor INCOME INDO REMI30121,240.00,,1578271.00,2023-08-22
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1578511.00,2022-11-26
409000611074,INDO GIBL Indiaforensic STL27071,457875.00,,1578731.00,2022-09-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1579573.00,2022-12-19
409000493201,BBPS SETMNT FOR DT 031020,270162.95,,1580337.85,2022-11-16
409000611074,Indfor INCOME INDO REMI12121,3360.00,,1580672.00,2023-09-09
409000425051,BDP IS 6095,,1000.00,648578.60,2022-06-03
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1583294.62,2023-11-02
409000493201,BBPS SETMNT FOR DT 030120,131874.52,,1583391.11,2022-08-29
409000611074,Indfor INCOME INDO REMI02071,2280.00,,1583966.00,2022-08-03
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1584032.00,2023-09-03
409000493201,TRF FROM  Indiaforensic SERVICES,,700000.00,1585210.43,2022-02-01
409000425051,NEFT/SBIN116212431058/GOU,,5000.00,647578.60,2022-06-14
409000493201,BBPS DT 15122018,,474113.93,1586124.35,2023-05-15
409000611074,INDO GIBL Indiaforensic STL01071,10000.00,,1586246.00,2022-05-21
409000611074,Indfor INCOME INDO REMI05121,2760.00,,1586397.00,2022-09-23
409000425051,BDP IS 6095,,3000.00,643582.85,2022-02-18
409000493201,BBPS DT 14102018,,303093.88,1589079.74,2023-08-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1589157.00,2022-05-26
409000425051,BDP IS 6095,,1000.00,642578.60,2022-03-08
409000611074,INDO GIBL Indiaforensic STL26011,31300.00,,1590295.00,2022-11-18
409000425051,NEFT/SBIN916211962920/GOU,,5000.00,641578.60,2022-10-09
409000611074,Indfor INCOME INDO REMI09111,2040.00,,1590644.00,2022-03-25
409000611074,Indfor INCOME INDO REMI14091,3720.00,,1590712.00,2022-01-27
409000425051,BDP IS 6095,,5000.00,640582.85,2023-06-01
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1592684.00,2023-12-28
409000425051,BDP IS 6095,,1000.00,636578.60,2022-07-03
409000611074,INDO GIBL Indiaforensic STL15041,48000.00,,1594109.00,2023-06-06
409000611074,FDRL/INTERNAL FUND TRANSFE,,1000000.00,1594432.00,2022-12-22
409000425051,NEFT/SBIN516288401682/Mr,,11000.00,636572.85,2023-05-10
409000611074,Indfor INCOME INDO REMI01071,120.00,,1596246.00,2023-03-14
409000611074,INDO GIBL Indiaforensic STL30061,200250.00,,1596366.00,2023-09-03
409000425051,BDP IS 6095,,8000.00,635582.85,2023-10-29
409000493201,BBPS DT 29112008,,426237.52,1599140.72,2022-06-23
409000611074,Indfor INCOME INDO REMI27081,4320.00,,1600279.00,2022-06-17
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1603218.00,2023-12-17
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1604599.00,2022-10-07
409000425051,NEFT/SBIN916210629562/MD,,21000.00,635578.60,2023-06-24
409000611074,Indfor INCOME INDO REMI17121,4440.00,,1607302.00,2023-03-07
409000611074,INDO GIBL Indiaforensic STL27041,229949.00,,1607893.00,2023-03-08
409000611074,INDO GIBL Indiaforensic STL15061,325200.00,,1608096.00,2022-07-17
409000611074,INDO GIBL Indiaforensic STL03051,237000.00,,1608369.00,2022-03-29
409000611074,Indfor INCOME INDO REMI23071,3840.00,,1609656.00,2022-05-08
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,1609823.06,2023-05-05
409000611074,Indfor INCOME INDO REMI25011,1920.00,,1611063.00,2022-04-18
409000611074,INDO GIBL Indiaforensic STL15121,288851.00,,1611742.00,2023-11-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1612983.00,2023-11-13
409000611074,Indfor INCOME INDO REMI27111,2760.00,,1613330.00,2023-07-05
409000611074,INDO GIBL Indiaforensic STL23031,218975.00,,1613434.00,2023-10-28
409000611074,INDO GIBL Indiaforensic STL21071,240535.00,,1613496.00,2022-02-14
409000425051,BDP IS 6095,,3000.00,627582.85,2022-10-01
409000425051,NEFT/CBINH16287A07910/DHE,,11000.00,625572.85,2022-11-08
409000425051,BDP IS 6095,,5000.00,624582.85,2023-06-22
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1616090.00,2023-01-27
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1616320.00,2022-11-01
409000425051,BDP IS 6095,,3000.00,619582.85,2022-10-25
409000611074,INDO GIBL Indiaforensic STL25011,135050.00,,1621595.00,2022-10-29
409000611074,Indfor INCOME INDO REMI29081,2760.00,,1622374.00,2023-09-22
409000611074,Indfor INCOME INDO REMI16071,4080.00,,1624940.00,2022-02-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1625134.00,2023-12-17
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1626157.00,2023-08-02
409000425051,BDP IS 6095,,5000.00,616582.85,2022-03-29
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1629020.00,2023-01-17
409000611074,Indfor INCOME INDO REMI15071,360.00,,1629260.00,2023-07-09
409000425051,TRF TO  Indiaforensic SERVICES I,1100000.00,,614578.60,2022-06-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1629620.00,2022-11-18
409000493201,BBPS DT 17082018,,94982.32,1629737.00,2022-11-05
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1631868.00,2022-12-04
409000425051,NEFT/SBIN416287847203/NAB,,21000.00,614572.85,2022-03-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1633609.00,2023-11-08
409000425051,BDP IS 6095,,8000.00,611582.85,2023-10-14
409000611074,INDO GIBL Indiaforensic STL02021,119675.00,,1634970.00,2022-09-08
409000493201,BBPS DT 27082018,,137139.75,1636442.09,2023-05-19
409000425051,BDP IS 6095,,8000.00,603582.85,2023-01-13
409000611074,Indfor INCOME INDO REMI16101,4080.00,,1640276.00,2022-10-13
409000611074,INDO GIBL Indiaforensic STL14041,76900.00,,1642109.00,2023-11-27
409000425051,NEFT/SBIN517151881312/DIL,,25000.00,601287.85,2023-10-29
409000611074,Indfor INCOME INDO REMI11081,1320.00,,1642685.00,2022-04-30
409000611074,INDO GIBL Indiaforensic STL10081,351200.00,,1644005.00,2023-05-04
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1644356.00,2022-11-28
409000425051,Indiaforensic SERVICES INDIA PVT,200.00,,601087.85,2022-07-18
409000425051,Indiaforensic SERVICES I P LTD F,200.00,,600887.85,2023-10-20
409000425051,Indiaforensic SERVICES I P LTD P,200.00,,600687.85,2022-11-29
409000493201,BBPS DT 06122008,,403296.60,1645642.02,2023-03-20
409000425051,Indiaforensic SERVICES INDIA PVT,200.00,,600487.85,2022-03-24
409000611074,Indfor INCOME INDO REMI19011,960.00,,1647090.00,2023-05-11
409000425051,Indiaforensic SERVICES I P LTD R,200.00,,600287.85,2022-10-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1648050.00,2022-03-08
409000611074,INDO GIBL Indiaforensic STL01031,202799.00,,1648467.00,2022-03-02
409000493201,BBPS DT 07092018,,121975.46,1650463.52,2023-05-19
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1650500.80,2023-09-22
409000425051,Indiaforensic SERVICES I P LTD R,200.00,,600087.85,2023-01-21
409000425051,Indiaforensic SERVICES INDIA PVT,200.00,,599887.85,2022-11-17
409000493201,BBPS DT 09102018,,130070.96,1655631.22,2023-11-29
409000611074,Indfor INCOME INDO REMI13111,4080.00,,1656599.00,2023-07-07
409000425051,Indiaforensic SERVICES INDIA PVT,200.00,,599687.85,2023-09-02
409000611074,Indfor INCOME INDO REMI20081,4200.00,,1658222.00,2022-03-18
409000493201,TRF FROM  Indiaforensic SERVICES,,1000000.00,1658543.43,2022-05-09
409000425051,Indiaforensic SERVICES INDIA PVT,200.00,,599487.85,2022-04-19
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1658660.38,2023-10-12
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1660679.00,2023-12-18
409000425051,COMMISSION CHARGES,250.00,,599237.85,2023-06-09
409000425051,SERVICE TAX,35.00,,599202.85,2022-09-16
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1662422.00,2023-11-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1664320.00,2022-08-09
409000425051,SWACHH BHARAT CESS,1.25,,599201.60,2023-08-29
409000425051,KRISHI KALYAN CESS,1.25,,599200.35,2022-03-13
409000425051,BDP IS 6095,,3000.00,595582.85,2023-03-21
409000425051,NEFT/CBINH16287A05619/SAN,,1000.00,593572.85,2023-05-07
409000425051,BDP IS 6095,,5000.00,592582.85,2022-01-08
409000425051,BDP IS 6095,,12000.00,592572.85,2023-02-12
409000493201,BBPS DT 21102018,,307784.50,1677822.71,2022-01-28
409000425051,BDP IS 6095,,2212.00,587582.85,2022-02-22
409000425051,BDP IS 6095,,788.00,585370.85,2022-04-12
409000425051,BDP IS 6095,,5000.00,584582.85,2023-12-05
409000425051,BDP IS 6095,,1000.00,580572.85,2023-01-26
409000611074,INDO GIBL Indiaforensic STL13061,533800.00,,1686026.00,2022-02-12
409000611074,Indfor INCOME INDO REMI25121,1320.00,,1686096.00,2023-02-25
409000425051,BDP IS 6095,,3000.00,579582.85,2022-12-12
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1687416.00,2023-05-17
409000611074,Indfor INCOME INDO REMI20111,3960.00,,1689983.00,2022-04-26
409000425051,BDP IS 6095,,1000.00,579572.85,2023-09-07
409000425051,BDP IS 6095,,5000.00,578572.85,2022-01-17
409000611074,Indfor INCOME INDO REMI23111,1560.00,,1693129.00,2023-04-05
409000425051,BDP IS 6095,,5000.00,576582.85,2022-01-21
409000611074,Indfor INCOME INDO REMI03101,3120.00,,1693882.00,2023-01-12
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1693943.00,2022-08-27
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1694657.00,2022-04-07
409000611074,INDO GIBL Indiaforensic STL24111,49700.00,,1694689.00,2023-07-23
409000493201,BBPS DT 28082018,,58964.84,1695406.93,2023-09-14
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1695805.00,2022-09-13
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1697002.00,2022-05-13
409000425051,NEFT/SBIN517151880769/DIL,,25000.00,576287.85,2023-10-22
409000611074,INDO GIBL Indiaforensic STL04041,318100.00,,1700709.00,2023-09-03
409000425051,BDP IS 6095,,5000.00,573572.85,2022-04-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,1000000.00,1702191.00,2022-01-10
409000493201,BBPS DT 30082018,64428.81,,1702471.28,2023-04-18
409000425051,BDP IS 6095,,4000.00,571582.85,2022-11-24
409000611074,Indfor INCOME INDO REMI31121,4560.00,,1703261.00,2022-12-10
409000425051,BDP IS 6095,,5000.00,568572.85,2023-05-17
409000493201,BBPS DT 08112018,,375507.73,1705386.27,2023-10-22
409000425051,BDP IS 6095,,4000.00,567582.85,2023-03-24
409000493201,BBPS DT 18082018,,77676.77,1707413.77,2023-07-25
409000611074,FDRL/INTERNAL FUND TRANSFE,,400000.00,1707821.00,2022-11-15
409000611074,Indfor INCOME INDO REMI11071,4560.00,,1709183.00,2022-02-25
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1709246.00,2022-11-25
409000425051,BDP IS 6095,,3000.00,563582.85,2022-02-08
409000493201,BBPS DT 31082018,,8238.05,1710709.33,2023-11-11
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1713743.00,2023-12-28
409000425051,TRF TO  Indiaforensic SERVICES I,850000.00,,563572.85,2023-10-14
409000425051,BDP IS 6095,,5000.00,560582.85,2022-09-14
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,1715265.63,2022-03-09
409000425051,IMPS 809712134438 FROM OX,,10000.00,559200.35,2022-10-10
409000611074,INDO GIBL Indiaforensic STL13041,347950.00,,1719009.00,2022-03-24
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1719236.35,2022-10-29
409000611074,Indfor INCOME INDO REMI20091,3120.00,,1719748.00,2022-06-25
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,1722080.00,2022-07-16
409000425051,BDP IS 6095,,3000.00,555582.85,2023-06-07
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1722868.00,2022-08-14
409000611074,Indfor INCOME INDO REMI10121,4560.00,,1722993.00,2022-03-08
409000425051,BDP IS 6095,,5000.00,552582.85,2023-08-27
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1727553.00,2023-10-18
409000611074,INDO GIBL Indiaforensic STL11101,113400.00,,1728936.00,2022-12-30
409000425051,BDP IS 6095,,2000.00,551287.85,2023-07-09
409000425051,NEFT/SBIN117123335066/GAY,,8050.00,549287.85,2023-12-04
409000611074,Indfor INCOME INDO REMI06111,4920.00,,1730868.00,2022-08-02
409000611074,GIBLRBL INC INDO REM27061,2640.00,,1732037.00,2022-07-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1733159.00,2023-09-25
409000425051,BDP IS 6095,,50000.00,549200.35,2023-01-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1734677.00,2023-10-18
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1735788.00,2022-09-22
409000425051,BDP IS 6095,,3000.00,547582.85,2023-07-22
409000425051,BDP IS 6095,,5000.00,544582.85,2023-07-28
409000493201,FDRL/INTERNAL FUND TRANSFE,,300000.00,1742345.42,2022-05-30
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1743588.00,2023-12-03
409000611074,Indfor INCOME INDO REMI24111,360.00,,1744389.00,2022-08-29
409000611074,INDO GIBL Indiaforensic STL25111,63600.00,,1744749.00,2023-01-12
409000611074,Indfor INCOME INDO REMI07121,1680.00,,1747002.00,2023-06-05
409000611074,Indfor INCOME INDO REMI21011,4080.00,,1747430.00,2022-03-26
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1748682.00,2023-08-21
409000425051,BDP IS 6095,,2000.00,541237.85,2023-08-29
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1750037.00,2022-03-02
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1751116.00,2023-05-13
409000611074,FDRL/INTERNAL FUND TRANSFE,,300000.00,1751510.00,2022-07-28
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1753777.00,2023-04-14
409000425051,BDP IS 6095,,100000.00,541237.85,2023-07-24
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,1754645.00,2022-05-23
